Aphasia text initiation,What individual is trying to say
"Prompt 7: ""It's like a big car that carries lots of people, not a bus though.""","""Describing a large vehicle for transporting people. Help by suggesting 'van' or 'minivan.' Offer additional prompts related to vehicle size and purpose to assist in word retrieval."""
"Prompt 8: ""I can't find the word for the thing that makes your room cold in the summer.""","""Attempting to recall the term for a cooling device. Assist by proposing 'air conditioner' or 'AC.' Provide temperature-related prompts to aid in word retrieval."""
"Prompt 9: ""The thing that shows you movies, not the TV but the other one.""","""Trying to remember the term for a movie-viewing device. Help by suggesting 'projector' or 'screen.' Offer additional prompts related to entertainment systems to assist in word retrieval."""
"Prompt 10: ""I need that thing with a handle, you open doors with it.""","""Describing a door-opening device. Aid by proposing 'doorknob' or 'handle.' Provide tactile or visual cues related to door entry to assist in word retrieval."""
"Prompt 1: ""I'm trying to say... umm... the thing you sit on in the living room.""","""Patient is struggling to recall the word for 'chair.' Provide encouraging words, ask about the description, and suggest words related to sitting, such as 'sofa' or 'seat.'"""
"Prompt 2: ""It's like a book, but on the screen... I can't remember.""","""Individual is describing an electronic book. Assist by suggesting terms like 'e-book,' 'digital book,' or 'online reading.' Encourage them to elaborate for more context."""
"Prompt 3: ""I need that thing you use to talk on the phone, but it's not the phone itself.""","""Referring to a device for phone communication. Help by suggesting 'headset' or 'earpiece.' Ask about its features or usage to narrow down the options."""
"Prompt 4: ""The thing that tells you the weather... it's on TV every day.""","""Describing a weather-related broadcast. Assist by proposing 'weather report' or 'forecast.' Inquire about the details to pinpoint the term they're looking for."""
"Prompt 5: ""It's in the kitchen, you cook on it... not the oven, the other one.""","""Attempting to recall the word for a cooking appliance. Aid by suggesting 'stove' or 'cooktop.' Ask about its characteristics to guide their memory retrieval."""
"Prompt 6: ""I'm looking for the thing you write with, not a pen but the other one.""","""Trying to remember the word for a writing instrument. Assist by proposing 'pencil' or 'marker.' Encourage them to describe its appearance or function."""
"Prompt 7: ""It's like a big car that carries lots of people, not a bus though.""","""Describing a large vehicle for transporting people. Help by suggesting 'van' or 'minivan.' Ask about its features or color to assist in word retrieval."""
"Prompt 8: ""I can't find the word for the thing that makes your room cold in the summer.""","""Attempting to recall the term for a cooling device. Aid by suggesting 'air conditioner' or 'AC.' Inquire about its purpose or location to help them remember."""
"Prompt 9: ""The thing that shows you movies, not the TV but the other one.""","""Trying to remember the term for a movie-viewing device. Help by suggesting 'projector' or 'screen.' Ask about its function or shape for additional context."""
"Prompt 10: ""I need that thing with a handle, you open doors with it.""","""Describing a door-opening device. Aid by proposing 'doorknob' or 'handle.' Encourage them to talk about its shape or where it's typically found for more details."""
"Prompt 11: ""I'm trying to think of the name for the thing you wear when it rains, it's like a coat but for rain.""","""Individual is referring to rain protection clothing. Suggest terms like 'raincoat' or 'umbrella.' Encourage them to elaborate on its features or purpose for more context."""
"Prompt 12: ""I need the word for the small, flat thing you use to open locks. It's not a key.""","""Describing a lock-opening tool. Assist by suggesting 'lockpick' or 'keycard.' Ask about its shape or where it's commonly used to narrow down the possibilities."""
"Prompt 13: ""It's the thing you use to talk to people far away, not a letter but the instant one.""","""Referring to instant communication. Help by suggesting 'phone call' or 'chat.' Inquire about its features or where it's commonly used to guide their memory retrieval."""
"Prompt 14: ""I'm looking for the word for the thing you use to see things up close, not glasses but the handheld one.""","""Attempting to recall a vision-assisting device. Aid by proposing 'magnifying glass' or 'loupe.' Encourage them to describe its size or where it's typically used."""
"Prompt 15: ""I can't remember the name for the thing you use to write on a computer, it's not a pen.""","""Describing a computer input device. Help by suggesting 'keyboard' or 'keypad.' Ask about its layout or the keys to assist in word retrieval."""
"Prompt 16: ""The word for the thing you sit on in the car, not the seat but the one that makes you safe.""","""Referring to a safety device in a car. Assist by suggesting 'seatbelt' or 'safety belt.' Inquire about its purpose or where it's located to guide their memory retrieval."""
"Prompt 17: ""I need that word for the thing you use to cook soup, not a pot but the handheld one.""","""Attempting to recall a soup-cooking tool. Aid by proposing 'ladle' or 'dipper.' Encourage them to describe its shape or where it's commonly found."""
"Prompt 18: ""It's the thing you use to wake up in the morning, not a clock but the one you set.""","""Referring to a wake-up device. Help by suggesting 'alarm' or 'alarm clock.' Ask about its sound or where it's placed to assist in word retrieval."""
"Prompt 19: ""I'm trying to find the word for the thing you use to cut paper, it's not scissors.""","""Describing a paper-cutting tool. Help by suggesting 'paper cutter' or 'trimmer.' Inquire about its features or where it's commonly used to guide their memory retrieval."""
"Prompt 20: ""I can't remember the name for the thing you use to find places, not a map but the one in your hand.""","""Referring to a handheld navigation device. Assist by suggesting 'GPS' or 'navigator.' Inquire about its features or where it's commonly used to guide their memory retrieval."""
"Prompt 21: ""I'm trying to recall the name for the thing you use to clean your teeth, not a toothbrush.""","""Referring to a teeth-cleaning tool. Suggest 'floss' or 'dental pick.' Encourage them to describe its function or where it's typically found for more context."""
"Prompt 22: ""I can't remember the word for the feeling when you're happy and sad at the same time.""","""Describing mixed emotions. Suggest 'bittersweet' or 'melancholic joy.' Ask about the situation causing the emotions to guide their memory retrieval."""
"Prompt 23: ""It's the word for the action when you say sorry for something you did wrong.""","""Referring to apologizing. Help by suggesting 'apology' or 'saying sorry.' Ask about the specific situation or actions involved to guide their memory retrieval."""
"Prompt 24: ""I need the word for the thing you use to cover your head when it's sunny, not a hat.""","""Attempting to recall a head-covering item. Suggest 'umbrella' or 'sunshade.' Encourage them to describe its size or where it's commonly used."""
"Prompt 25: ""I'm trying to find the word for the place you go to buy food, not a restaurant.""","""Referring to a food-purchasing location. Assist by suggesting 'grocery store' or 'market.' Inquire about the items they buy or its layout for more details."""
"Prompt 26: ""It's the thing you do to remember something important, not forgetting.""","""Describing the act of remembering. Help by suggesting 'memory' or 'recall.' Ask about the specific event or details they are trying to remember for more context."""
"Prompt 27: ""I can't remember the name for the feeling when something is very funny, not laughter.""","""Referring to intense amusement. Suggest 'hilarity' or 'uproariousness.' Inquire about the situation or what made them laugh to guide their memory retrieval."""
"Prompt 28: ""I need the word for the thing you use to write with, not a pencil.""","""Attempting to recall a writing tool. Aid by proposing 'pen' or 'quill.' Encourage them to describe its features or where it's commonly found."""
"Prompt 29: ""It's the word for the thing you use to listen to music, not a radio.""","""Referring to a music-listening device. Assist by suggesting 'headphones' or 'earphones.' Inquire about its features or where it's commonly used for more context."""
"Prompt 30: ""I'm trying to remember the word for the feeling when you're scared of something, not fear.""","""Describing a heightened state of fear. Help by suggesting 'anxiety' or 'dread.' Ask about the specific situation or what causes the feeling to guide their memory retrieval."""
"Prompt 31: ""I can't find the word for the thing you sit on, not a chair.""","""Referring to a seating item. Suggest 'sofa' or 'bench.' Encourage them to describe its use or features to aid memory retrieval."""
"Prompt 32: ""I'm trying to recall the name for the place where you keep your clothes, not a closet.""","""Describing a storage space. Assist by suggesting 'wardrobe' or 'dresser.' Ask about the room or its location for more details."""
"Prompt 33: ""It's the word for the person who fixes your car, not a mechanic.""","""Referring to an auto repair professional. Help by suggesting 'auto technician' or 'car specialist.' Inquire about the services they provide or the location for more context."""
"Prompt 34: ""I need the word for the feeling when you miss someone, not sadness.""","""Describing a longing emotion. Suggest 'yearning' or 'nostalgia.' Ask about the person they miss or the memories associated with that feeling for more context."""
"Prompt 35: ""I can't remember the name for the thing you use to cut paper, not scissors.""","""Referring to a paper-cutting tool. Aid by proposing 'paper cutter' or 'trimmer.' Encourage them to describe its features or where it's commonly found."""
"Prompt 36: ""It's the thing you use to wake up in the morning, not an alarm clock.""","""Attempting to recall a waking device. Suggest 'sunlight' or 'natural light.' Encourage them to describe its effect or where it's commonly found."""
"Prompt 37: ""I'm trying to find the word for the place where you check out books, not a library.""","""Referring to a book-checkout location. Assist by suggesting 'bookstore' or 'bookshop.' Inquire about the types of books or its location for more details."""
"Prompt 38: ""It's the word for the person who grows flowers, not a gardener.""","""Referring to a flower-growing professional. Help by suggesting 'florist' or 'flower cultivator.' Inquire about the flowers they grow or their role for more context."""
"Prompt 39: ""I need the word for the feeling when something is very beautiful, not happiness.""","""Describing an aesthetic appreciation. Suggest 'admiration' or 'awe.' Ask about the beautiful thing or its characteristics for more context."""
"Prompt 40: ""I can't remember the name for the thing you use to capture moments, not a camera.""","""Referring to a moment-capturing device. Aid by proposing 'smartphone' or 'mobile device.' Encourage them to describe its features or where it's commonly found."""
"Prompt 41: ""I'm struggling to recall the word for the thing you write with, not a pen.""","""Describing a writing instrument. Suggest 'pencil' or 'writing tool.' Can you provide more details about its appearance or purpose?"""
"Prompt 42: ""I can't find the word for the place where you buy groceries, not a supermarket.""","""Referring to a food-shopping location. Help by suggesting 'grocery store' or 'market.' Can you share more about what you usually buy there?"""
"Prompt 43: ""I'm trying to remember the name for the person who studies the stars, not an astronomer.""","""Referring to a celestial researcher. Suggest 'astrophysicist' or 'cosmologist.' Can you provide more details about their work or field of study?"""
"Prompt 44: ""I need the word for the feeling when you achieve something, not happiness.""","""Describing a sense of accomplishment. Suggest 'fulfillment' or 'satisfaction.' Can you share more about the achievement or what you did?"""
"Prompt 45: ""I can't recall the name for the thing you use to communicate on the internet, not a computer.""","""Referring to an online communication device. Help by suggesting 'smartphone' or 'mobile device.' Can you describe its features or how you use it?"""
"Prompt 46: ""It's the word for the person who creates beautiful artworks, not a painter.""","""Referring to an art creator. Assist by suggesting 'sculptor' or 'artisan.' Can you provide more details about the type of art they create or their techniques?"""
"Prompt 47: ""I'm trying to find the word for the place where you see performances, not a theater.""","""Referring to a performance venue. Suggest 'concert hall' or 'auditorium.' Can you share more about the type of performances or events you attend there?"""
"Prompt 48: ""I can't remember the name for the thing you use to measure time, not a clock.""","""Describing a time-measuring device. Suggest 'watch' or 'timepiece.' Can you provide more details about its appearance or where you usually wear it?"""
"Prompt 49: ""It's the word for the feeling when something is extremely funny, not joy.""","""Describing an intense sense of humor. Suggest 'hilarity' or 'uproariousness.' Can you share more about what made you feel that way or the situation?"""
"Prompt 50: ""I'm struggling to recall the name for the thing you use to keep food cold, not a fridge.""","""Referring to a cooling appliance. Help by suggesting 'freezer' or 'icebox.' Can you provide more details about its features or where it's commonly found?"""
"Prompt 51: ""I'm struggling to find the word for the thing you use to write, not a pen.""","""Describing a writing tool. Suggest 'pencil' or 'writing instrument.' Can you provide more details about its appearance or where you typically use it?"""
"Prompt 52: ""I can't remember the name for the place where you buy clothes, not a mall.""","""Referring to a clothing shopping location. Help by suggesting 'boutique' or 'clothing store.' Can you share more about the type of clothing or the fashion you're looking for?"""
"Prompt 53: ""I need the word for the person who fixes cars, not a mechanic.""","""Referring to an automotive repair professional. Suggest 'auto technician' or 'car specialist.' Can you provide more details about the car trouble or the type of vehicle?"""
"Prompt 54: ""I'm trying to remember the name for the feeling when you achieve something big, not happiness.""","""Describing a sense of significant accomplishment. Suggest 'triumph' or 'success.' Can you share more about the achievement or the impact it had on you?"""
"Prompt 55: ""I can't recall the word for the thing you use to communicate through written messages, not a computer.""","""Referring to a written communication device. Help by suggesting 'tablet' or 'smart device.' Can you describe how you typically use it to communicate?"""
"Prompt 56: ""It's the word for the person who designs beautiful buildings, not an architect.""","""Referring to a building design professional. Assist by suggesting 'designer' or 'architectural artist.' Can you provide more details about the type of buildings or structures?"""
"Prompt 57: ""I'm trying to find the word for the place where you eat food, not a restaurant.""","""Referring to a dining location. Suggest 'cafeteria' or 'dining hall.' Can you share more about the type of food or the atmosphere you're thinking of?"""
"Prompt 58: ""I can't remember the name for the thing you use to measure distance, not a ruler.""","""Describing a distance-measuring tool. Suggest 'tape measure' or 'measuring device.' Can you provide more details about its features or where you typically use it?"""
"Prompt 59: ""It's the word for the feeling when something is extremely funny, not joy.""","""Describing an intense sense of humor. Suggest 'uproariousness' or 'hilarity.' Can you share more about what made you feel that way or the context?"""
"Prompt 60: ""I'm struggling to recall the name for the thing you use to keep drinks cold, not a refrigerator.""","""Referring to a cooling appliance for beverages. Help by suggesting 'icebox' or 'cooler.' Can you provide more details about its features or where it's commonly used?"""
"Prompt 61: ""I can't find the word for the thing you wear in winter to keep your hands warm, not gloves.""","""Describing a hand-warming accessory. Suggest 'mittens' or 'hand warmers.' Can you share more about the style or color you're thinking of?"""
"Prompt 62: ""I'm struggling to remember the name for the place where you borrow books, not a library.""","""Referring to a book borrowing location. Suggest 'bookstore' or 'book rental.' Can you provide more details about the atmosphere or the type of books you're looking for?"""
"Prompt 63: ""I need help recalling the word for the person who studies stars, not an astronomer.""","""Describing a star-studying professional. Suggest 'astrophysicist' or 'celestial scientist.' Can you share more about the specific aspect of stars or celestial bodies you're interested in?"""
"Prompt 64: ""I can't remember the word for the feeling when you see something cute, not joy.""","""Describing an affectionate response to cuteness. Suggest 'adoration' or 'warmth.' Can you provide more details about what you find cute or the context in which you experienced it?"""
"Prompt 65: ""I'm trying to find the word for the thing you use to cut paper, not scissors.""","""Referring to a paper-cutting tool. Help by suggesting 'paper cutter' or 'trimmer.' Can you describe its features or where you typically use it?"""
"Prompt 66: ""It's the word for the feeling when something is so funny that you can't stop laughing, not happiness.""","""Describing an intense and prolonged sense of humor. Suggest 'hysterical laughter' or 'side-splitting humor.' Can you share more about what made you laugh or the context in which it happened?"""
"Prompt 67: ""I can't recall the name for the thing you use to capture images, not a camera.""","""Referring to an image-capturing device. Suggest 'smartphone' or 'mobile device with a camera.' Can you provide more details about its features or where you typically use it?"""
"Prompt 68: ""I'm trying to remember the word for the person who explores caves, not a spelunker.""","""Describing a cave exploration enthusiast. Suggest 'caver' or 'subterranean explorer.' Can you provide more details about the type of caves or your interest in exploration?"""
"Prompt 69: ""I need help finding the word for the thing you use to write on a board, not chalk.""","""Referring to a board-writing tool. Help by suggesting 'whiteboard marker' or 'dry-erase pen.' Can you describe its color or the context in which you use it?"""
"Prompt 70: ""I can't remember the word for the feeling when you're scared of the dark, not fear.""","""Describing a specific fear of darkness. Suggest 'nyctophobia' or 'afraid of the dark.' Can you share more about when you experience this feeling or any specific triggers?"""
"Prompt 71: ""I'm struggling to recall the name for the thing you use to send letters, not email.""","""Describing a traditional letter-sending tool. Suggest 'envelope' or 'postal mail.' Can you share more about the context in which you typically use it or any specific features you remember?"""
"Prompt 72: ""I need help remembering the word for the feeling when something is so beautiful, not admiration.""","""Describing an intense appreciation of beauty. Suggest 'awe' or 'captivation.' Can you provide more details about what you find beautiful or any specific instances that come to mind?"""
"Prompt 73: ""I can't find the word for the thing you use to climb mountains, not a rope.""","""Referring to a mountain-climbing tool. Help by suggesting 'ice axe' or 'crampons.' Can you describe its features or the type of mountains you typically climb?"""
"Prompt 74: ""I'm trying to find the word for the person who cooks in a restaurant, not a chef.""","""Describing a professional cook in a restaurant setting. Suggest 'cook' or 'line cook.' Can you share more about the type of cuisine or the specific role you're thinking of?"""
"Prompt 75: ""I can't recall the name for the feeling when something is so nostalgic, not sentimentality.""","""Describing a deep sense of nostalgia. Suggest 'longing' or 'wistfulness.' Can you provide more details about the specific memories or experiences that evoke this feeling?"""
"Prompt 76: ""I need help recalling the word for the thing you use to navigate on the road, not a map.""","""Referring to a road navigation device. Help by suggesting 'GPS' or 'satellite navigation.' Can you describe its features or any specific challenges you face while using it?"""
"Prompt 77: ""I'm struggling to remember the name for the person who studies insects, not an entomologist.""","""Describing an insect enthusiast. Suggest 'entomophile' or 'bug researcher.' Can you share more about the type of insects or your interest in entomology?"""
"Prompt 78: ""I can't find the word for the thing you use to open a locked door, not a key.""","""Referring to a door-opening tool. Help by suggesting 'lock pick' or 'door opener.' Can you describe its features or any specific situations in which you use it?"""
"Prompt 79: ""I'm trying to remember the word for the person who studies weather, not a meteorologist.""","""Describing a weather enthusiast. Suggest 'weather enthusiast' or 'weather hobbyist.' Can you provide more details about the specific aspects of weather or your interest in meteorology?"""
"Prompt 80: ""I can't recall the name for the feeling when you're excited and nervous, not anticipation.""","""Describing a mix of excitement and nervousness. Suggest 'jitters' or 'butterflies in the stomach.' Can you share more about the situation or any specific events that trigger this feeling?"""
"Prompt 81: ""I'm trying to find the word for the place where you keep your clothes, not a closet.""","""Describing a furniture item for storing clothes. Suggest 'dresser' or 'wardrobe.' Can you provide more details about its size, color, or any specific features you remember?"""
"Prompt 82: ""I need help remembering the word for the feeling when you achieve something, not satisfaction.""","""Describing a sense of accomplishment. Suggest 'fulfillment' or 'triumph.' Can you share more about the achievement or any specific goals you've accomplished recently?"""
"Prompt 83: ""I can't recall the name for the thing you use to cut paper, not scissors.""","""Referring to a paper-cutting tool. Help by suggesting 'paper cutter' or 'trimmer.' Can you describe its features or any specific projects you usually work on?"""
"Prompt 84: ""I'm struggling to remember the word for the person who writes poems, not a poet.""","""Describing a writer of poems. Suggest 'poemist' or 'verse writer.' Can you provide more details about the themes or styles of poetry you're thinking of?"""
"Prompt 85: ""I can't find the word for the feeling when something is so funny, not amusement.""","""Describing an intense sense of humor. Suggest 'hilarity' or 'uproariousness.' Can you share more about what made you feel this way or any specific comedic situations?"""
"Prompt 86: ""I need help recalling the word for the thing you use to capture memories, not a camera.""","""Referring to a memory-capturing device. Help by suggesting 'voice recorder' or 'audio diary.' Can you describe its features or any memorable events you've recorded?"""
"Prompt 87: ""I'm struggling to remember the name for the person who studies stars, not an astronomer.""","""Describing a star enthusiast. Suggest 'astrologer' or 'stargazer.' Can you provide more details about the specific stars or your interest in astronomy?"""
"Prompt 88: ""I can't find the word for the thing you use to measure time, not a clock.""","""Referring to a time-measuring device. Help by suggesting 'stopwatch' or 'timer.' Can you describe its features or any specific time-related activities you're thinking of?"""
"Prompt 89: ""I'm trying to remember the word for the person who studies rocks, not a geologist.""","""Describing a rock enthusiast. Suggest 'petrologist' or 'rock collector.' Can you share more about the types of rocks or geological formations you're interested in?"""
"Prompt 90: ""I can't recall the name for the feeling when something is so sad, not sorrow.""","""Describing an intense sense of sadness. Suggest 'melancholy' or 'grief.' Can you provide more details about what evoked this feeling or any specific situations you remember?"""
"""I'm trying to say something about, uh, the thing you use to cut paper.""","""It sounds like you're looking for the word 'scissors,' which is a tool used for cutting paper."""
"""Uh, what's that thing, you know, it's hot, and you cook food in it?""","""It seems you're thinking of an 'oven,' a device used for cooking food by applying heat."""
"""The round thing with numbers, I forget what it's called, you look at the time?""","""Are you referring to a 'clock'? It's a round device that displays the time with numbers."""
"""I need help finding the, uh, the place where you borrow books.""","""You might be thinking of a 'library,' a place where you can borrow books and read."""
"""I can't remember the word for, um, the opposite of 'buy'.""","""It sounds like you're searching for the word 'sell,' which is the opposite of 'buy' when referring to transactions."""
"""I want to write a letter, and I need that thing, you put it on paper and it makes words.""","""It sounds like you're looking for a 'pen,' a writing instrument used to put words on paper."""
"""I'm looking for the word, you know, when someone remembers something again.""","""You might be thinking of 'recall,' which means remembering something again."""
"""I'm trying to find the word for, uh, when you apologize for something you did wrong.""","""It seems like you're thinking of the word 'apologize' or 'say sorry' when acknowledging a mistake."""
"""I forgot the word for, uh, the thing you sit on in the living room.""","""It seems like you're thinking of a 'sofa' or 'couch,' which is a piece of furniture for sitting in the living room."""
"""What's the word for, um, the thing you wear when it rains to stay dry?""","""Are you trying to recall the term 'umbrella'? It's an item you use to stay dry during rainy weather."""
"""I can't remember the word for, you know, those small, round green things you eat in a salad.""","""It sounds like you're thinking of 'peas,' the small, green spherical vegetables often used in salads."""
"""I'm looking for the word, uh, for the person who fixes your teeth.""","""Are you trying to remember the term 'dentist'? A dentist is a professional who takes care of your teeth and oral health."""
"""I need help with the word for, uh, the place where you buy fruits and vegetables.""","""You might be thinking of a 'grocery store' or 'market,' where you can purchase fresh fruits and vegetables."""
"""I'm trying to find the word, you know, for the thing you use to open a locked door.""","""It sounds like you're looking for the word 'key,' which is used to unlock doors."""
"""I forgot the word for, um, the feeling when you're really happy about something.""","""Are you thinking of 'joy' or 'happiness'? It's the positive emotion you experience when something brings you great delight."""
"""I'm looking for the word, uh, for the event where two people get married.""","""You might be thinking of a 'wedding,' which is the ceremony where two people exchange vows and get married."""
"""I'm trying to remember the name for, uh, the thing that tells you the weather on TV.""","""It sounds like you're thinking of a 'weather report' or 'forecast,' which is the information about the weather on television."""
"""I can't recall the word for, um, the place where you go to see paintings and sculptures.""","""Are you searching for the term 'art gallery' or 'museum'? It's a place where you can view paintings and sculptures."""
"""I need help with the word for, uh, the small, flat device you use to communicate with people.""","""It seems like you're looking for the word 'phone' or 'smartphone,' which is a device for communication."""
"""I forgot the word for, you know, the action of moving your body to music.""","""Are you trying to remember the word 'dance'? It's the movement of the body in a rhythmic way, often to music."""
"""I'm looking for the word, uh, for the person who flies an airplane.""","""It sounds like you're thinking of a 'pilot,' which is the person responsible for flying an airplane."""
"""I'm trying to find the word, you know, for the place where you keep your money in a bank.""","""You might be thinking of a 'bank account' or 'savings account,' which is where you store your money in a bank."""
"""I forgot the word for, um, the feeling when you're scared of something.""","""It sounds like you're thinking of 'fear' or 'anxiety.' It's the emotion you experience when you're scared or worried."""
"""I'm looking for the word, uh, for the event where people celebrate the passing of another year.""","""Are you searching for the term 'New Year's Eve' or 'celebration'? It's the event where people mark the end of the year and welcome the new one."""
"""I can't find the word for, um, the thing that keeps your food cold in the kitchen.""","""It seems you're thinking of a 'refrigerator' or 'fridge,' which is an appliance used to keep food cold in the kitchen."""
"""What's the word for, uh, the material you use to write with on paper?""","""Are you trying to remember the term 'pen' or 'pencil'? It's the writing tool you use on paper."""
"""I need help with the word for, uh, the place where you buy and eat sandwiches.""","""It sounds like you're looking for a 'deli' or 'sandwich shop,' where you can purchase and enjoy sandwiches."""
"""I forgot the word for, you know, the action of putting clothes in a suitcase.""","""Are you trying to recall the word 'packing'? It's the act of putting clothes in a suitcase before a trip."""
"""I'm looking for the word, uh, for the place where you borrow movies to watch at home.""","""It sounds like you're thinking of a 'video rental store' or 'movie rental shop,' where you can borrow movies to watch at home."""
"""I'm trying to find the word, you know, for the feeling when you're content and relaxed.""","""Are you thinking of 'peace' or 'serenity'? It's the emotion you experience when you're content and relaxed."""
"""I forgot the word for, um, the event where people come together to celebrate someone's birthday.""","""It seems like you're looking for the term 'birthday party' or 'celebration.' It's an event where people gather to celebrate someone's birthday."""
"""I'm looking for the word, uh, for the thing you use to cut paper in a straight line.""","""Are you searching for the term 'scissors' or 'shears'? It's the tool you use to cut paper in a straight line."""
"""I'm trying to find the word for, uh, the thing you use to make hot drinks in the morning.""","""It sounds like you're thinking of a 'kettle' or 'coffee maker,' which is an appliance used to make hot drinks in the morning."""
"""What's the word for, um, the place where you buy fresh fruits and vegetables?""","""Are you trying to remember the term 'grocery store' or 'market'? It's the place where you can purchase fresh fruits and vegetables."""
"""I need help with the word for, uh, the person who takes care of your teeth.""","""It seems like you're looking for the word 'dentist,' who is a healthcare professional that takes care of your teeth."""
"""I forgot the word for, you know, the action of turning off the lights before going to bed.""","""Are you trying to recall the word 'switching off' or 'turning off'? It's the action of turning off the lights before going to bed."""
"""I'm looking for the word, uh, for the place where you keep your clothes and shoes.""","""It sounds like you're thinking of a 'closet' or 'wardrobe,' which is a storage space for clothes and shoes."""
"""I'm trying to find the word, you know, for the feeling when you achieve something significant.""","""Are you thinking of 'accomplishment' or 'success'? It's the positive emotion you experience when you achieve something significant."""
"""I forgot the word for, um, the event where people gather to watch a film together.""","""It seems like you're looking for the term 'movie night' or 'film screening.' It's an event where people come together to watch a film."""
"""I'm looking for the word, uh, for the action of writing your thoughts and feelings in a personal book.""","""Are you searching for the term 'journaling' or 'writing in a diary'? It's the action of expressing your thoughts and feelings in a personal book."""
"""I'm trying to find the word for, uh, the thing you wear on your wrist to know the time.""","""It sounds like you're thinking of a 'watch' or 'wristwatch,' which is an accessory worn on the wrist to tell the time."""
"""What's the word for, um, the place where you go to see animals from different parts of the world?""","""Are you trying to remember the term 'zoo' or 'wildlife park'? It's a place where you can see animals from various parts of the world."""
"""I need help with the word for, uh, the person who helps you choose and buy clothes.""","""It seems like you're looking for the word 'personal shopper' or 'stylist,' who is someone that helps you choose and buy clothes."""
"""I forgot the word for, you know, the action of making food warm using a microwave.""","""Are you trying to recall the word 'microwaving' or 'heating'? It's the action of making food warm using a microwave."""
"""I'm looking for the word, uh, for the place where you borrow books and return them.""","""It sounds like you're thinking of a 'library,' a place where you can borrow books and return them after reading."""
"""I'm trying to find the word, you know, for the feeling when you realize you left something behind.""","""Are you thinking of 'forgetfulness' or 'absent-mindedness'? It's the feeling when you realize you left something behind."""
"""I forgot the word for, um, the event where people come together to celebrate a couple getting married.""","""It seems like you're looking for the term 'wedding reception' or 'marriage celebration.' It's an event where people celebrate a couple getting married."""
"""I'm looking for the word, uh, for the thing you use to cut paper into different shapes.""","""Are you searching for the term 'scissors' or 'craft knife'? It's the tool you use to cut paper into different shapes."""
"""I can't remember the word for, uh, the place you go to see paintings and sculptures.""","""It sounds like you're thinking of an 'art gallery' or 'museum,' where you can see paintings and sculptures."""
"""What's the word for, um, the action of taking a deep breath in and then letting it out slowly?""","""Are you trying to remember the term 'deep breathing' or 'breathing exercises'? It's the action of taking a deep breath in and letting it out slowly."""
